week,steamid,owner_base,average_price,pre_average_price,action,adventure,casual,puzzle,RPG,sports,simulation,strategy,new_followers,peak_concurrent,sharing_percentage,average_playtime,covid_confirmed,owners_change
13,35720,2949000,19.99,19.99,1,1,1,1,1,0,0,0,15,216,0.27,214,4612054,7000
14,35720,2956000,4.99,19.99,1,1,1,1,1,0,0,0,53,363,0.37,255,8185633,14000
15,35720,2970000,4.99,4.99,1,1,1,1,1,0,0,0,50,397,0.99,89,12155629,4000
16,35720,2974000,19.99,4.99,1,1,1,1,1,0,0,0,15,314,0.55,89,16185863,-5000
1,367520,2285000,12.85,7.49,1,1,0,0,0,0,0,0,748,5826,8.85,313,0,-11000
2,367520,2274000,14.99,12.85,1,1,0,0,0,0,0,0,498,4334,6.3,227,0,80000
3,367520,2354000,14.99,14.99,1,1,0,0,0,0,0,0,640,3931,3.75,270,0,-38000
4,367520,2316000,10.7,14.99,1,1,0,0,0,0,0,0,843,5001,3.93,329,14207,-166000
5,367520,2150000,14.99,10.7,1,1,0,0,0,0,0,0,651,5798,6.62,310,96925,56000
6,367520,2206000,14.99,14.99,1,1,0,0,0,0,0,0,722,5569,7.62,410,257654,48000
7,367520,2254000,14.99,14.99,1,1,0,0,0,0,0,0,829,5183,5.48,1348,461122,56000
8,367520,2310000,14.99,14.99,1,1,0,0,0,0,0,0,920,4754,4.63,437,546152,146000
9,367520,2456000,14.99,14.99,1,1,0,0,0,0,0,0,758,4835,4.96,165,605772,36000
10,367520,2492000,14.99,14.99,1,1,0,0,0,0,0,0,864,4691,3.64,399,742685,36000
11,367520,2528000,14.99,14.99,1,1,0,0,0,0,0,0,1228,4752,6.29,231,1101744,28000
12,367520,2556000,14.99,14.99,1,1,0,0,0,0,0,0,925,5146,8.51,348,2167643,37000
13,367520,2593000,14.99,14.99,1,1,0,0,0,0,0,0,1011,4735,5.01,229,4612054,47000
14,367520,2640000,14.99,14.99,1,1,0,0,0,0,0,0,809,5481,6.03,406,8185633,28000
15,367520,2668000,14.99,14.99,1,1,0,0,0,0,0,0,663,4957,4.96,350,12155629,57000
16,367520,2725000,14.99,14.99,1,1,0,0,0,0,0,0,720,4278,6.28,782,16185863,-381000
1,513570,113000,0.85,0.49,1,1,0,0,0,0,1,0,0,31,0,272,0,6000
2,513570,119000,0.99,0.85,1,1,0,0,0,0,1,0,0,367,0,272,0,501000
3,513570,620000,0.99,0.99,1,1,0,0,0,0,1,0,0,1,0,272,0,-34000
4,513570,586000,0.7,0.99,1,1,0,0,0,0,1,0,0,35,0,272,14207,-47000
5,513570,539000,0.78,0.7,1,1,0,0,0,0,1,0,0,1,0,272,96925,-1000
6,513570,538000,0.49,0.78,1,1,0,0,0,0,1,0,0,176,0,272,257654,-54000
7,513570,484000,0.7,0.49,1,1,0,0,0,0,1,0,0,153,0,272,461122,-134000
8,513570,350000,0.99,0.7,1,1,0,0,0,0,1,0,0,2,0,272,546152,181000
9,513570,531000,0.99,0.99,1,1,0,0,0,0,1,0,0,1,0,272,605772,-2000
10,513570,529000,0.99,0.99,1,1,0,0,0,0,1,0,0,2,0,272,742685,-3000
11,513570,526000,0.99,0.99,1,1,0,0,0,0,1,0,0,4,0,272,1101744,1000
12,513570,527000,0.99,0.99,1,1,0,0,0,0,1,0,0,6,0,272,2167643,1000
13,513570,528000,0.99,0.99,1,1,0,0,0,0,1,0,0,1,0,272,4612054,-2000
14,513570,526000,0.99,0.99,1,1,0,0,0,0,1,0,0,1,0,272,8185633,0
15,513570,526000,0.85,0.99,1,1,0,0,0,0,1,0,0,2,0,272,12155629,-1000
16,513570,525000,0.49,0.85,1,1,0,0,0,0,1,0,0,2,0,272,16185863,-1000
1,529920,47000,0.99,0.99,0,1,0,0,0,0,0,0,0,0,0,190,0,736000
2,529920,783000,0.99,0.99,0,1,0,0,0,0,0,0,0,0,0,190,0,42000
3,529920,825000,0.99,0.99,0,1,0,0,0,0,0,0,0,0,0,190,0,-2000
4,529920,823000,0.99,0.99,0,1,0,0,0,0,0,0,-1,0,0,190,14207,-32000
5,529920,791000,0.99,0.99,0,1,0,0,0,0,0,0,0,0,0,190,96925,35000
6,529920,826000,0.99,0.99,0,1,0,0,0,0,0,0,-1,0,0,190,257654,30000
7,529920,856000,0.99,0.99,0,1,0,0,0,0,0,0,-1,1,0,190,461122,29000
8,529920,885000,0.99,0.99,0,1,0,0,0,0,0,0,0,0,0,190,546152,28000
9,529920,913000,0.99,0.99,0,1,0,0,0,0,0,0,0,0,0,190,605772,28000
10,529920,941000,0.99,0.99,0,1,0,0,0,0,0,0,0,0,0,190,742685,28000
11,529920,969000,0.99,0.99,0,1,0,0,0,0,0,0,-1,0,0,190,1101744,24000
12,529920,993000,0.99,0.99,0,1,0,0,0,0,0,0,1,0,0,190,2167643,-586000
13,529920,407000,0.99,0.99,0,1,0,0,0,0,0,0,-3,0,0,190,4612054,-346000
14,529920,61000,0.99,0.99,0,1,0,0,0,0,0,0,-2,0,0,190,8185633,2000
15,529920,63000,0.99,0.99,0,1,0,0,0,0,0,0,0,0,0,190,12155629,1034000
16,529920,1097000,0.99,0.99,0,1,0,0,0,0,0,0,-2,0,0,190,16185863,23000
1,308600,1125000,13.28,8.99,1,0,1,0,1,0,0,1,-1,118,0.95,196,0,-592000
2,308600,533000,14.99,13.28,1,0,1,0,1,0,0,1,-3,43,0.55,316,0,571000
3,308600,1104000,14.99,14.99,1,0,1,0,1,0,0,1,1,30,0.44,240,0,-3000
4,308600,1101000,14.99,14.99,1,0,1,0,1,0,0,1,-2,16,0,121,14207,-623000
5,308600,478000,14.99,14.99,1,0,1,0,1,0,0,1,0,14,0,121,96925,503000
6,308600,981000,14.99,14.99,1,0,1,0,1,0,0,1,5,16,0.18,143,257654,7000
7,308600,988000,14.99,14.99,1,0,1,0,1,0,0,1,1,47,0.4,159,461122,517000
8,308600,1505000,14.13,14.99,1,0,1,0,1,0,0,1,5,13,0,154,546152,2000
9,308600,1507000,9.85,14.13,1,0,1,0,1,0,0,1,4,47,0.19,257,605772,3000
10,308600,1510000,14.99,9.85,1,0,1,0,1,0,0,1,2,27,0.45,298,742685,2000
11,308600,1512000,14.99,14.99,1,0,1,0,1,0,0,1,-1,28,0,289,1101744,-1000
12,308600,1511000,14.99,14.99,1,0,1,0,1,0,0,1,0,89,0,289,2167643,9000
13,308600,1520000,14.99,14.99,1,0,1,0,1,0,0,1,-5,23,0.17,166,4612054,3000
14,308600,1523000,14.99,14.99,1,0,1,0,1,0,0,1,3,67,0.19,79,8185633,2000
15,308600,1525000,14.99,14.99,1,0,1,0,1,0,0,1,0,44,0,92,12155629,3000
16,308600,1528000,14.99,14.99,1,0,1,0,1,0,0,1,127,85,0.21,108,16185863,-13000
1,812140,1613000,49.7,23.99,1,1,0,0,1,0,0,0,1021,13359,11.1,621,0,49000
2,812140,1662000,59.99,49.7,1,1,0,0,1,0,0,0,516,9808,9.73,1168,0,37000
3,812140,1699000,39.42,59.99,1,1,0,0,1,0,0,0,1728,10479,14.18,700,0,-72000
4,812140,1627000,39.42,39.42,1,1,0,0,1,0,0,0,1276,13940,8.64,713,14207,-106000
5,812140,1521000,59.99,39.42,1,1,0,0,1,0,0,0,693,13958,6.88,1111,96925,67000
6,812140,1588000,59.99,59.99,1,1,0,0,1,0,0,0,708,11980,9.09,106,257654,71000
7,812140,1659000,59.99,59.99,1,1,0,0,1,0,0,0,839,9729,11.56,699,461122,62000
8,812140,1721000,59.99,59.99,1,1,0,0,1,0,0,0,807,8700,7.27,320,546152,27000
9,812140,1748000,59.99,59.99,1,1,0,0,1,0,0,0,720,7644,9.58,570,605772,21000
10,812140,1769000,59.99,59.99,1,1,0,0,1,0,0,0,725,7025,5.56,1280,742685,23000
11,812140,1792000,54.25,59.99,1,1,0,0,1,0,0,0,1356,7027,6.17,569,1101744,34000
12,812140,1826000,19.79,54.25,1,1,0,0,1,0,0,0,6522,25985,14.14,234,2167643,-29000
13,812140,1797000,54.25,19.79,1,1,0,0,1,0,0,0,1909,25037,12.59,729,4612054,187000
14,812140,1984000,59.99,54.25,1,1,0,0,1,0,0,0,883,19345,19.62,613,8185633,49000
15,812140,2033000,59.99,59.99,1,1,0,0,1,0,0,0,904,15130,15.12,671,12155629,21000
16,812140,2054000,59.99,59.99,1,1,0,0,1,0,0,0,661,12183,9,665,16185863,-2000
1,736190,1403000,9.52,6.69,0,0,1,1,1,0,1,1,311,1825,3.87,167,0,37000
2,736190,1440000,9.99,9.52,0,0,1,1,1,0,1,1,272,1507,4.03,191,0,20000
3,736190,1460000,9.99,9.99,0,0,1,1,1,0,1,1,234,1518,4.4,313,0,-70000
4,736190,1390000,8.33,9.99,0,0,1,1,1,0,1,1,440,2686,3.67,1763,14207,-148000
5,736190,1242000,9.99,8.33,0,0,1,1,1,0,1,1,436,2813,7.69,67,96925,44000
6,736190,1286000,9.99,9.99,0,0,1,1,1,0,1,1,465,2520,6.65,253,257654,-464000
7,736190,822000,9.99,9.99,0,0,1,1,1,0,1,1,567,2364,5.66,154,461122,524000
8,736190,1346000,9.99,9.99,0,0,1,1,1,0,1,1,507,2123,3.55,427,546152,42000
9,736190,1388000,9.99,9.99,0,0,1,1,1,0,1,1,432,1913,2.63,751,605772,31000
10,736190,1419000,9.99,9.99,0,0,1,1,1,0,1,1,480,1797,2.55,40,742685,-547000
11,736190,872000,9.99,9.99,0,0,1,1,1,0,1,1,443,1500,1.14,101,1101744,604000
12,736190,1476000,9.99,9.99,0,0,1,1,1,0,1,1,390,1385,3.06,433,2167643,44000
13,736190,1520000,9.99,9.99,0,0,1,1,1,0,1,1,432,1273,1.59,265,4612054,14000
14,736190,1534000,9.99,9.99,0,0,1,1,1,0,1,1,391,1878,2.25,118,8185633,9000
15,736190,1543000,9.99,9.99,0,0,1,1,1,0,1,1,346,1222,1.06,86,12155629,-592000
16,736190,951000,9.99,9.99,0,0,1,1,1,0,1,1,246,1015,3.97,86,16185863,618000
1,293180,809000,0.85,0.49,1,1,0,0,0,0,0,0,3,3,0,98,0,1000
2,293180,810000,0.99,0.85,1,1,0,0,0,0,0,0,0,1,0,98,0,0
3,293180,810000,0.99,0.99,1,1,0,0,0,0,0,0,0,7,0,98,0,-40000
4,293180,770000,0.99,0.99,1,1,0,0,0,0,0,0,0,380,0.38,120,14207,30000
5,293180,800000,0.99,0.99,1,1,0,0,0,0,0,0,1,499,0.48,274,96925,-18000
6,293180,782000,0.99,0.99,1,1,0,0,0,0,0,0,2,1568,1.84,130,257654,439000
7,293180,1221000,0.99,0.99,1,1,0,0,0,0,0,0,0,954,1.86,266,461122,4000
8,293180,1225000,0.7,0.99,1,1,0,0,0,0,0,0,5,1514,9.67,249,546152,-134000
9,293180,1091000,0.49,0.7,1,1,0,0,0,0,0,0,3,42,8.79,256,605772,3000
10,293180,1094000,0.78,0.49,1,1,0,0,0,0,0,0,-1,950,3.77,256,742685,70000
11,293180,1164000,0.99,0.78,1,1,0,0,0,0,0,0,-1,1143,2.84,243,1101744,14000
12,293180,1178000,0.99,0.99,1,1,0,0,0,0,0,0,1,414,7.15,246,2167643,-10000
13,293180,1168000,0.99,0.99,1,1,0,0,0,0,0,0,0,16,6.78,263,4612054,-3000
14,293180,1165000,0.99,0.99,1,1,0,0,0,0,0,0,-2,27,1.26,222,8185633,6000
15,293180,1171000,0.99,0.99,1,1,0,0,0,0,0,0,2,30,0,273,12155629,-4000
16,293180,1167000,0.99,0.99,1,1,0,0,0,0,0,0,-3,9,0.57,272,16185863,1000
1,498660,156000,0.85,0.49,0,0,1,1,0,1,0,0,0,2,0,1,0,0
2,498660,156000,0.99,0.85,0,0,1,1,0,1,0,0,0,3,0,1,0,1000
3,498660,157000,0.99,0.99,0,0,1,1,0,1,0,0,0,2,0,1,0,-8000
4,498660,149000,0.99,0.99,0,0,1,1,0,1,0,0,0,1715,1.59,38,14207,102000
5,498660,251000,0.99,0.99,0,0,1,1,0,1,0,0,1,877,4.22,276,96925,220000
6,498660,471000,0.99,0.99,0,0,1,1,0,1,0,0,1,225,3.84,284,257654,-49000
7,498660,422000,0.99,0.99,0,0,1,1,0,1,0,0,0,211,0,286,461122,34000
8,498660,456000,0.7,0.99,0,0,1,1,0,1,0,0,1,48,0,286,546152,20000
9,498660,476000,0.49,0.7,0,0,1,1,0,1,0,0,0,60,0,286,605772,2000
10,498660,478000,0.78,0.49,0,0,1,1,0,1,0,0,1,48,0,286,742685,3000
11,498660,481000,0.99,0.78,0,0,1,1,0,1,0,0,0,138,0,286,1101744,-47000
12,498660,434000,0.99,0.99,0,0,1,1,0,1,0,0,0,48,0,286,2167643,46000
13,498660,480000,0.99,0.99,0,0,1,1,0,1,0,0,0,25,1.19,249,4612054,1000
14,498660,481000,0.99,0.99,0,0,1,1,0,1,0,0,0,105,0,242,8185633,3000
15,498660,484000,0.99,0.99,0,0,1,1,0,1,0,0,-1,6,2.98,219,12155629,-1000
16,498660,483000,0.99,0.99,0,0,1,1,0,1,0,0,0,4,0,252,16185863,3000
1,813780,1149000,19.99,19.99,1,1,0,0,0,0,0,1,2110,16101,41.84,317,0,122000
2,813780,1271000,19.99,19.99,1,1,0,0,0,0,0,1,2210,14435,43.84,573,0,31000
3,813780,1302000,19.99,19.99,1,1,0,0,0,0,0,1,1498,13247,38.52,700,0,-31000
4,813780,1271000,17.13,19.99,1,1,0,0,0,0,0,1,2380,15873,26.57,375,14207,-132000
5,813780,1139000,19.99,17.13,1,1,0,0,0,0,0,1,2611,15717,34.93,237,96925,53000
6,813780,1192000,19.99,19.99,1,1,0,0,0,0,0,1,3198,14645,25.43,280,257654,53000
7,813780,1245000,19.99,19.99,1,1,0,0,0,0,0,1,2079,13858,24.91,444,461122,90000
8,813780,1335000,19.99,19.99,1,1,0,0,0,0,0,1,1872,13727,23.2,274,546152,7000
9,813780,1342000,19.99,19.99,1,1,0,0,0,0,0,1,1664,13637,22.83,509,605772,-31000
10,813780,1311000,19.99,19.99,1,1,0,0,0,0,0,1,1316,13569,14.14,397,742685,-32000
11,813780,1279000,19.99,19.99,1,1,0,0,0,0,0,1,1109,16197,15.8,693,1101744,-12000
12,813780,1267000,19.99,19.99,1,1,0,0,0,0,0,1,2220,22765,24.33,473,2167643,73000
13,813780,1340000,19.99,19.99,1,1,0,0,0,0,0,1,2667,24484,12.51,278,4612054,147000
14,813780,1487000,18.85,19.99,1,1,0,0,0,0,0,1,3399,28012,17.78,330,8185633,255000
15,813780,1742000,19.99,18.85,1,1,0,0,0,0,0,1,2305,28327,24.29,662,12155629,52000
16,813780,1794000,19.99,19.99,1,1,0,0,0,0,0,1,1984,26936,23.64,296,16185863,7000
1,228200,1285000,15.42,3.99,1,0,0,0,0,0,0,1,51,1977,0,80,0,65000
2,228200,1350000,19.99,15.42,1,0,0,0,0,0,0,1,43,1657,0.36,60,0,36000
3,228200,1386000,19.99,19.99,1,0,0,0,0,0,0,1,83,1639,1.25,36,0,-28000
4,228200,1358000,10.85,19.99,1,0,0,0,0,0,0,1,76,1842,1.5,430,14207,-38000
5,228200,1320000,19.99,10.85,1,0,0,0,0,0,0,1,67,1831,1.01,233,96925,-11000
6,228200,1309000,19.99,19.99,1,0,0,0,0,0,0,1,79,1666,1.7,238,257654,31000
7,228200,1340000,19.99,19.99,1,0,0,0,0,0,0,1,69,1788,0.69,542,461122,41000
8,228200,1381000,19.99,19.99,1,0,0,0,0,0,0,1,82,1848,0.8,336,546152,49000
9,228200,1430000,19.99,19.99,1,0,0,0,0,0,0,1,58,1713,0.84,357,605772,66000
10,228200,1496000,19.99,19.99,1,0,0,0,0,0,0,1,61,1797,1.22,374,742685,52000
11,228200,1548000,19.99,19.99,1,0,0,0,0,0,0,1,88,2162,1.5,249,1101744,-30000
12,228200,1518000,19.99,19.99,1,0,0,0,0,0,0,1,83,2684,0.38,411,2167643,50000
13,228200,1568000,19.99,19.99,1,0,0,0,0,0,0,1,91,2777,1.73,258,4612054,68000
14,228200,1636000,19.99,19.99,1,0,0,0,0,0,0,1,103,2822,1.68,188,8185633,50000
15,228200,1686000,19.99,19.99,1,0,0,0,0,0,0,1,96,2825,1.34,162,12155629,63000
16,228200,1749000,19.99,19.99,1,0,0,0,0,0,0,1,90,2674,1.4,1596,16185863,71000
1,838350,1078000,19.56,16.99,0,1,1,0,1,0,0,1,390,2857,1.3,5,0,1703000
2,838350,2781000,19.99,19.56,0,1,1,0,1,0,0,1,270,2696,2.54,100,0,7000
3,838350,2788000,19.99,19.99,0,1,1,0,1,0,0,1,224,2989,1.55,26,0,-164000
4,838350,2624000,18.7,19.99,0,1,1,0,1,0,0,1,454,4256,3.95,34,14207,-230000
5,838350,2394000,19.99,18.7,0,1,1,0,1,0,0,1,436,5741,6,88,96925,15000
6,838350,2409000,19.99,19.99,0,1,1,0,1,0,0,1,450,5430,6.8,254,257654,124000
7,838350,2533000,19.99,19.99,0,1,1,0,1,0,0,1,460,5134,6.31,1658,461122,22000
8,838350,2555000,19.99,19.99,0,1,1,0,1,0,0,1,387,4830,5.22,3029,546152,15000
9,838350,2570000,19.99,19.99,0,1,1,0,1,0,0,1,277,4399,4.07,182,605772,15000
10,838350,2585000,19.99,19.99,0,1,1,0,1,0,0,1,326,3978,2.14,528,742685,21000
11,838350,2606000,19.99,19.99,0,1,1,0,1,0,0,1,282,3305,1.92,283,1101744,16000
12,838350,2622000,19.99,19.99,0,1,1,0,1,0,0,1,294,3220,3.23,808,2167643,-11000
13,838350,2611000,19.99,19.99,0,1,1,0,1,0,0,1,271,3130,4.24,297,4612054,-60000
14,838350,2551000,19.99,19.99,0,1,1,0,1,0,0,1,290,3537,2.89,698,8185633,-616000
15,838350,1935000,17.85,19.99,0,1,1,0,1,0,0,1,422,3473,8.31,175,12155629,607000
16,838350,2542000,19.13,17.85,0,1,1,0,1,0,0,1,246,3203,6.5,70,16185863,-2000
1,692530,11000,9.99,9.99,0,0,0,0,0,0,1,0,0,1,0,251,0,0
2,692530,11000,9.99,9.99,0,0,0,0,0,0,1,0,0,1,0,251,0,0
3,692530,11000,9.99,9.99,0,0,0,0,0,0,1,0,0,1,0,251,0,-1000
4,692530,10000,9.99,9.99,0,0,0,0,0,0,1,0,0,1,0,251,14207,-1000
5,692530,9000,9.99,9.99,0,0,0,0,0,0,1,0,2,1,0,251,96925,0
6,692530,9000,9.99,9.99,0,0,0,0,0,0,1,0,0,1,0,251,257654,334000
7,692530,343000,9.99,9.99,0,0,0,0,0,0,1,0,0,1,0,251,461122,1000
8,692530,344000,9.99,9.99,0,0,0,0,0,0,1,0,1,0,0,251,546152,1000
9,692530,345000,9.99,9.99,0,0,0,0,0,0,1,0,0,0,0,251,605772,1000
10,692530,346000,9.99,9.99,0,0,0,0,0,0,1,0,0,0,0,251,742685,0
11,692530,346000,9.99,9.99,0,0,0,0,0,0,1,0,0,0,0,251,1101744,1000
12,692530,347000,9.99,9.99,0,0,0,0,0,0,1,0,0,0,0,251,2167643,1000
13,692530,348000,9.99,9.99,0,0,0,0,0,0,1,0,0,0,0,251,4612054,1000
14,692530,349000,9.99,9.99,0,0,0,0,0,0,1,0,0,0,0,251,8185633,1000
15,692530,350000,9.99,9.99,0,0,0,0,0,0,1,0,0,0,0,251,12155629,1000
16,692530,351000,9.99,9.99,0,0,0,0,0,0,1,0,0,0,0,251,16185863,1000
1,715210,1665000,2.42,0.98,1,0,1,0,0,0,0,0,0,1,0,29,0,-3000
2,715210,1662000,2.42,2.42,1,0,1,0,0,0,0,0,0,2,0,29,0,-1000
3,715210,1661000,1.27,2.42,1,0,1,0,0,0,0,0,0,1,0,29,0,-80000
4,715210,1581000,1.84,1.27,1,0,1,0,0,0,0,0,0,1,0,29,14207,-117000
5,715210,1464000,2.99,1.84,1,0,1,0,0,0,0,0,0,0,0,29,96925,-1000
6,715210,1463000,2.99,2.99,1,0,1,0,0,0,0,0,0,1,0,29,257654,-3000
7,715210,1460000,2.99,2.99,1,0,1,0,0,0,0,0,0,0,0,29,461122,-1429000
8,715210,31000,2.99,2.99,1,0,1,0,0,0,0,0,0,1,0,29,546152,1424000
9,715210,1455000,2.7,2.99,1,0,1,0,0,0,0,0,0,1,0,29,605772,1000
10,715210,1456000,1.27,2.7,1,0,1,0,0,0,0,0,0,1,0,29,742685,-1000
11,715210,1455000,2.99,1.27,1,0,1,0,0,0,0,0,0,1,0,29,1101744,-1000
12,715210,1454000,2.99,2.99,1,0,1,0,0,0,0,0,0,1,0,29,2167643,-1000
13,715210,1453000,2.99,2.99,1,0,1,0,0,0,0,0,0,1,0,29,4612054,-2000
14,715210,1451000,2.99,2.99,1,0,1,0,0,0,0,0,0,1,0,29,8185633,-1000
15,715210,1450000,2.99,2.99,1,0,1,0,0,0,0,0,0,1,0,29,12155629,-2000
16,715210,1448000,2.63,2.99,1,0,1,0,0,0,0,0,0,2,0,29,16185863,0
1,608990,69000,3.7,0.49,0,0,1,0,0,0,1,1,0,8,0.2,7,0,0
2,608990,69000,4.99,3.7,0,0,1,0,0,0,1,1,0,17,0,1,0,0
3,608990,69000,4.99,4.99,0,0,1,0,0,0,1,1,0,6,0,1,0,-3000
4,608990,66000,4.99,4.99,0,0,1,0,0,0,1,1,0,5,0,1,14207,-5000
5,608990,61000,4.99,4.99,0,0,1,0,0,0,1,1,0,12,0,1,96925,0
6,608990,61000,4.99,4.99,0,0,1,0,0,0,1,1,0,24,0,1,257654,338000
7,608990,399000,4.99,4.99,0,0,1,0,0,0,1,1,0,24,0,1,461122,0
8,608990,399000,4.99,4.99,0,0,1,0,0,0,1,1,0,10,0,1,546152,3000
9,608990,402000,4.99,4.99,0,0,1,0,0,0,1,1,0,13,0,1,605772,1000
10,608990,403000,4.99,4.99,0,0,1,0,0,0,1,1,0,10,0,1,742685,0
11,608990,403000,2.13,4.99,0,0,1,0,0,0,1,1,0,13,0,1,1101744,-10000
12,608990,393000,0.8,2.13,0,0,1,0,0,0,1,1,0,13,0,1,2167643,1000
13,608990,394000,0.54,0.8,0,0,1,0,0,0,1,1,0,11,0,1,4612054,1000
14,608990,395000,0.73,0.54,0,0,1,0,0,0,1,1,0,11,0.26,286,8185633,1000
15,608990,396000,0.99,0.73,0,0,1,0,0,0,1,1,0,22,0.22,4145,12155629,1000
16,608990,397000,0.99,0.99,0,0,1,0,0,0,1,1,0,13,0,3941,16185863,2000
1,413150,5241000,13.28,8.99,0,0,1,0,1,0,1,0,1280,34545,11.73,621,0,798000
2,413150,6039000,14.99,13.28,0,0,1,0,1,0,1,0,948,27619,10.95,585,0,-583000
3,413150,5456000,14.99,14.99,0,0,1,0,1,0,1,0,1027,25997,7.5,345,0,-188000
4,413150,5268000,12.85,14.99,0,0,1,0,1,0,1,0,1377,26017,9.63,486,14207,-323000
5,413150,4945000,14.99,12.85,0,0,1,0,1,0,1,0,1257,27106,8.55,603,96925,81000
6,413150,5026000,14.99,14.99,0,0,1,0,1,0,1,0,1553,26889,9.62,616,257654,65000
7,413150,5091000,14.99,14.99,0,0,1,0,1,0,1,0,1555,26204,9.35,607,461122,69000
8,413150,5160000,14.99,14.99,0,0,1,0,1,0,1,0,1590,26229,6.88,226,546152,416000
9,413150,5576000,14.99,14.99,0,0,1,0,1,0,1,0,1709,26787,8.11,412,605772,-284000
10,413150,5292000,14.99,14.99,0,0,1,0,1,0,1,0,1557,26161,7.61,419,742685,49000
11,413150,5341000,14.99,14.99,0,0,1,0,1,0,1,0,1537,27879,6.57,515,1101744,20000
12,413150,5361000,14.99,14.99,0,0,1,0,1,0,1,0,1702,35843,8.8,366,2167643,29000
13,413150,5390000,14.99,14.99,0,0,1,0,1,0,1,0,2346,39059,11.73,348,4612054,427000
14,413150,5817000,14.99,14.99,0,0,1,0,1,0,1,0,1921,36520,10.37,295,8185633,-302000
15,413150,5515000,14.99,14.99,0,0,1,0,1,0,1,0,1828,36803,8.69,593,12155629,46000
16,413150,5561000,14.99,14.99,0,0,1,0,1,0,1,0,1494,33162,7.93,547,16185863,39000
1,606870,1000,9.05,6.69,1,1,0,0,1,0,0,0,-1,1,0,1392,0,42000
2,606870,43000,9.99,9.05,1,1,0,0,1,0,0,0,3,1,0,1392,0,0
3,606870,43000,9.99,9.99,1,1,0,0,1,0,0,0,2,1,0,1392,0,-2000
4,606870,41000,7.63,9.99,1,1,0,0,1,0,0,0,4,1,0,1392,14207,-3000
5,606870,38000,7.16,7.63,1,1,0,0,1,0,0,0,9,2,0,1392,96925,0
6,606870,38000,9.99,7.16,1,1,0,0,1,0,0,0,-3,1,0,1392,257654,304000
7,606870,342000,9.99,9.99,1,1,0,0,1,0,0,0,5,1,0,1392,461122,-303000
8,606870,39000,9.99,9.99,1,1,0,0,1,0,0,0,0,1,0,1392,546152,305000
9,606870,344000,9.99,9.99,1,1,0,0,1,0,0,0,1,1,0,1392,605772,0
10,606870,344000,9.99,9.99,1,1,0,0,1,0,0,0,1,1,0,1392,742685,1000
11,606870,345000,9.99,9.99,1,1,0,0,1,0,0,0,-3,1,0,1392,1101744,0
12,606870,345000,9.99,9.99,1,1,0,0,1,0,0,0,2,1,0,1392,2167643,0
13,606870,345000,9.52,9.99,1,1,0,0,1,0,0,0,3,1,0,1392,4612054,1000
14,606870,346000,7.16,9.52,1,1,0,0,1,0,0,0,6,1,0,1392,8185633,-17000
15,606870,329000,9.99,7.16,1,1,0,0,1,0,0,0,-2,1,0,1392,12155629,1000
16,606870,330000,9.99,9.99,1,1,0,0,1,0,0,0,5,1,0,1392,16185863,1000
1,39210,1706000,19.99,19.99,1,1,0,0,1,0,0,0,232,15221,10.65,2719,0,20000
2,39210,1726000,19.99,19.99,1,1,0,0,1,0,0,0,233,14497,11.03,471,0,-3000
3,39210,1723000,19.99,19.99,1,1,0,0,1,0,0,0,186,13813,11.2,2079,0,-65000
4,39210,1658000,19.99,19.99,1,1,0,0,1,0,0,0,160,13739,13.39,1982,14207,-133000
5,39210,1525000,19.99,19.99,1,1,0,0,1,0,0,0,237,14275,16.2,2830,96925,16000
6,39210,1541000,19.99,19.99,1,1,0,0,1,0,0,0,207,15223,16.18,2458,257654,69000
7,39210,1610000,19.99,19.99,1,1,0,0,1,0,0,0,226,15482,11.05,2072,461122,82000
8,39210,1692000,19.99,19.99,1,1,0,0,1,0,0,0,268,21423,11.59,1450,546152,391000
9,39210,2083000,19.99,19.99,1,1,0,0,1,0,0,0,328,19894,16.87,3086,605772,-144000
10,39210,1939000,19.99,19.99,1,1,0,0,1,0,0,0,252,18779,16.35,3429,742685,214000
11,39210,2153000,19.99,19.99,1,1,0,0,1,0,0,0,201,19414,14.04,2472,1101744,0
12,39210,2153000,19.99,19.99,1,1,0,0,1,0,0,0,207,19439,9.31,2773,2167643,-94000
13,39210,2059000,19.99,19.99,1,1,0,0,1,0,0,0,260,19275,19.82,1297,4612054,15000
14,39210,2074000,19.99,19.99,1,1,0,0,1,0,0,0,349,20764,15.56,1682,8185633,207000
15,39210,2281000,19.99,19.99,1,1,0,0,1,0,0,0,317,22664,14.18,3905,12155629,-3000
16,39210,2278000,19.99,19.99,1,1,0,0,1,0,0,0,357,22456,9.62,2434,16185863,53000
1,292030,8141000,31.99,11.99,1,1,0,0,1,0,0,0,4147,91944,16.88,450,0,277000
2,292030,8418000,39.99,31.99,1,1,0,0,1,0,0,0,2672,67786,17.43,535,0,245000
3,292030,8663000,39.99,39.99,1,1,0,0,1,0,0,0,2345,52718,13.59,668,0,-262000
4,292030,8401000,27.99,39.99,1,1,0,0,1,0,0,0,3021,50568,12.37,709,14207,-532000
5,292030,7869000,39.99,27.99,1,1,0,0,1,0,0,0,2015,47530,12.26,672,96925,23000
6,292030,7892000,39.99,39.99,1,1,0,0,1,0,0,0,1935,39773,9.19,344,257654,29000
7,292030,7921000,39.99,39.99,1,1,0,0,1,0,0,0,1809,33636,9.36,732,461122,60000
