week,steamid,owner_base,average_price,pre_average_price,action,adventure,casual,puzzle,RPG,sports,simulation,strategy,new_followers,peak_concurrent,sharing_percentage,average_playtime,covid_confirmed,owners_change
1,359550,16390000,16.56,7.99,1,0,1,0,0,0,0,1,2516,117930,24.77,613,0,449000
2,359550,16839000,19.99,16.56,1,0,1,0,0,0,0,1,2123,106261,25.78,686,0,467000
3,359550,17306000,19.99,19.99,1,0,1,0,0,0,0,1,2351,125478,24.95,611,0,-234000
4,359550,17072000,14.85,19.99,1,0,1,0,0,0,0,1,3170,131110,22.67,710,14207,-464000
5,359550,16608000,19.99,14.85,1,0,1,0,0,0,0,1,2188,124493,23.91,800,96925,299000
6,359550,16907000,19.99,19.99,1,0,1,0,0,0,0,1,2063,118195,24.3,648,257654,390000
7,359550,17297000,19.99,19.99,1,0,1,0,0,0,0,1,2730,118548,20.59,854,461122,418000
8,359550,17715000,9.7,19.99,1,0,1,0,0,0,0,1,4904,142084,24.31,628,546152,566000
9,359550,18281000,8.26,9.7,1,0,1,0,0,0,0,1,3094,140120,23.75,744,605772,633000
10,359550,18914000,8.26,8.26,1,0,1,0,0,0,0,1,4961,138667,24.48,689,742685,350000
11,359550,19264000,7.99,8.26,1,0,1,0,0,0,0,1,3810,161993,24.64,694,1101744,1171000
12,359550,20435000,7.99,7.99,1,0,1,0,0,0,0,1,2665,174891,23.02,869,2167643,271000
13,359550,20706000,16.56,7.99,1,0,1,0,0,0,0,1,2801,169332,28.29,966,4612054,526000
14,359550,21232000,19.99,16.56,1,0,1,0,0,0,0,1,1886,161071,24.22,1000,8185633,292000
15,359550,21524000,19.99,19.99,1,0,1,0,0,0,0,1,1866,153253,23.34,917,12155629,257000
16,359550,21781000,19.99,19.99,1,0,1,0,0,0,0,1,1816,137466,21.09,751,16185863,472000
1,130,1740000,3.7,0.49,1,1,0,1,0,0,0,0,15,114,0.95,52,0,-27000
2,130,7099000,4.99,3.7,1,1,0,1,0,0,0,0,-3,81,0.64,1,0,14000
3,130,7114000,4.99,4.99,1,1,0,1,0,0,0,0,11,81,0,116,0,-183000
4,130,6817000,4.99,4.99,1,1,0,1,0,0,0,0,102,290,0.7,347,14207,-423000
5,130,6501000,4.99,4.99,1,1,0,1,0,0,0,0,38,197,0.21,467,96925,-40000
6,130,6453000,4.99,4.99,1,1,0,1,0,0,0,0,7,165,0,1684,257654,4993000
7,130,6440000,4.99,4.99,1,1,0,1,0,0,0,0,20,136,0.43,407,461122,23000
8,130,6454000,4.99,4.99,1,1,0,1,0,0,0,0,13,120,0.57,46,546152,-20000
9,130,6449000,4.99,4.99,1,1,0,1,0,0,0,0,15,109,0.19,92,605772,18000
10,130,6466000,4.99,4.99,1,1,0,1,0,0,0,0,15,110,0.52,24,742685,33000
11,130,6496000,4.99,4.99,1,1,0,1,0,0,0,0,11,142,0.22,437,1101744,55000
12,130,6555000,4.99,4.99,1,1,0,1,0,0,0,0,33,183,0.82,128,2167643,69000
13,130,6623000,4.99,4.99,1,1,0,1,0,0,0,0,40,232,0,22,4612054,30000
14,130,6660000,4.99,4.99,1,1,0,1,0,0,0,0,23,139,0.45,81,8185633,-73000
15,130,6562000,4.99,4.99,1,1,0,1,0,0,0,0,26,131,0,157,12155629,6000
16,130,6568000,4.99,4.99,1,1,0,1,0,0,0,0,17,124,0.19,5219,16185863,7000
3,115300,3049000,39.99,39.99,1,1,1,0,0,0,0,0,0,2,0,0,0,-141000
4,115300,2908000,28.33,39.99,1,1,1,0,0,0,0,0,0,1,0,0,14207,-208000
5,115300,2700000,39.99,28.33,1,1,1,0,0,0,0,0,0,2,0,0,96925,4000
6,115300,2704000,39.99,39.99,1,1,1,0,0,0,0,0,0,1,0,0,257654,19000
7,115300,2723000,39.99,39.99,1,1,1,0,0,0,0,0,0,1,0,0,461122,5000
8,115300,2728000,39.99,39.99,1,1,1,0,0,0,0,0,0,2,0,0,546152,-2371000
9,115300,357000,39.99,39.99,1,1,1,0,0,0,0,0,0,2,0,0,605772,2384000
10,115300,2741000,39.99,39.99,1,1,1,0,0,0,0,0,0,2,0,0,742685,6000
11,115300,2747000,39.99,39.99,1,1,1,0,0,0,0,0,0,2,0,0,1101744,8000
12,115300,2755000,39.99,39.99,1,1,1,0,0,0,0,0,0,2,0,0,2167643,6000
13,115300,2761000,39.99,39.99,1,1,1,0,0,0,0,0,0,3,0,0,4612054,6000
14,115300,2767000,39.99,39.99,1,1,1,0,0,0,0,0,0,2,0,0,8185633,7000
15,115300,2774000,39.99,39.99,1,1,1,0,0,0,0,0,0,2,0,0,12155629,8000
16,115300,2782000,39.99,39.99,1,1,1,0,0,0,0,0,0,2,0,0,16185863,5000
1,96000,5042000,2.99,1.49,0,1,1,1,0,0,0,0,2,97,0.53,183,0,5985000
2,96000,11027000,1.99,2.99,0,1,1,1,0,0,0,0,14,35,0.44,206,0,32000
3,96000,11059000,4.99,1.99,0,1,1,1,0,0,0,0,-1,45,0.68,108,0,-518000
4,96000,10541000,4.99,4.99,0,1,1,1,0,0,0,0,0,21,0,4,14207,-784000
5,96000,9757000,4.99,4.99,0,1,1,1,0,0,0,0,3,26,0.21,103,96925,10000
6,96000,9767000,4.99,4.99,0,1,1,1,0,0,0,0,6,23,0,383,257654,12000
7,96000,9779000,4.99,4.99,0,1,1,1,0,0,0,0,2,28,0,383,461122,3000
8,96000,9782000,4.99,4.99,0,1,1,1,0,0,0,0,4,29,0,383,546152,13000
9,96000,9795000,4.42,4.99,0,1,1,1,0,0,0,0,15,61,0.63,290,605772,15000
10,96000,9810000,1.56,4.42,0,1,1,1,0,0,0,0,14,56,0.53,306,742685,-2000
11,96000,9808000,4.99,1.56,0,1,1,1,0,0,0,0,12,80,0.22,110,1101744,38000
12,96000,9846000,4.99,4.99,0,1,1,1,0,0,0,0,2,76,0,74,2167643,3000
13,96000,9849000,4.99,4.99,0,1,1,1,0,0,0,0,4,58,0,74,4612054,16000
14,96000,9865000,4.99,4.99,0,1,1,1,0,0,0,0,12,65,0,74,8185633,15000
15,96000,9880000,4.99,4.99,0,1,1,1,0,0,0,0,1,81,0,74,12155629,-3000
16,96000,9877000,4.99,4.99,0,1,1,1,0,0,0,0,2,48,0,74,16185863,9000
1,271590,23125000,25.7,14.99,1,1,0,0,0,0,0,0,5702,167551,22.45,738,0,4000
2,271590,23129000,29.99,25.7,1,1,0,0,0,0,0,0,4980,146044,21.44,627,0,67000
3,271590,23196000,29.99,29.99,1,1,0,0,0,0,0,0,5534,128800,19.34,699,0,-744000
4,271590,22452000,19.28,29.99,1,1,0,0,0,0,0,0,6819,148500,17.49,678,14207,-808000
5,271590,21644000,14.99,19.28,1,1,0,0,0,0,0,0,6978,199106,20.44,640,96925,1325000
6,271590,22969000,25.7,14.99,1,1,0,0,0,0,0,0,6569,228743,6.17,575,257654,264000
7,271590,23233000,29.99,25.7,1,1,0,0,0,0,0,0,6415,203623,22.4,792,461122,77000
8,271590,23310000,29.99,29.99,1,1,0,0,0,0,0,0,6536,188004,21.42,881,546152,166000
9,271590,23476000,29.99,29.99,1,1,0,0,0,0,0,0,6553,170828,20.39,841,605772,-118000
10,271590,23358000,29.99,29.99,1,1,0,0,0,0,0,0,6166,154918,18.07,775,742685,108000
11,271590,23466000,29.99,29.99,1,1,0,0,0,0,0,0,6415,141868,17.97,612,1101744,339000
12,271590,23805000,21.42,29.99,1,1,0,0,0,0,0,0,7078,162775,16.16,620,2167643,769000
13,271590,24574000,14.99,21.42,1,1,0,0,0,0,0,0,7891,180097,19.27,673,4612054,693000
14,271590,25267000,29.99,14.99,1,1,0,0,0,0,0,0,8263,187590,19.49,747,8185633,211000
15,271590,25478000,29.99,29.99,1,1,0,0,0,0,0,0,6404,177862,17.26,807,12155629,370000
16,271590,25848000,29.99,29.99,1,1,0,0,0,0,0,0,6761,169114,17.15,897,16185863,63000
1,1100600,502000,47.85,42.49,0,0,0,0,0,1,1,1,935,70732,65.48,1788,0,19000
2,1100600,521000,49.99,47.85,0,0,0,0,0,1,1,1,862,67204,54.76,1527,0,-9000
3,1100600,512000,49.99,49.99,0,0,0,0,0,1,1,1,775,61831,44.29,1069,0,-44000
4,1100600,468000,41.06,49.99,0,0,0,0,0,1,1,1,991,67891,59.76,1694,14207,-18000
5,1100600,450000,44.63,41.06,0,0,0,0,0,1,1,1,949,69828,55.95,2155,96925,-4000
6,1100600,446000,49.99,44.63,0,0,0,0,0,1,1,1,1122,67067,15.48,2786,257654,-6000
7,1100600,440000,49.99,49.99,0,0,0,0,0,1,1,1,846,64251,35.95,1611,461122,-16000
8,1100600,424000,49.99,49.99,0,0,0,0,0,1,1,1,858,67057,55.95,2374,546152,5000
9,1100600,429000,49.99,49.99,0,0,0,0,0,1,1,1,806,63588,73.81,2169,605772,2000
10,1100600,431000,49.99,49.99,0,0,0,0,0,1,1,1,676,63014,55.24,1904,742685,7000
11,1100600,438000,49.99,49.99,0,0,0,0,0,1,1,1,834,75438,62.62,1930,1101744,202000
12,1100600,640000,49.99,49.99,0,0,0,0,0,1,1,1,3102,153920,41.82,2153,2167643,2184000
13,1100600,2824000,49.99,49.99,0,0,0,0,0,1,1,1,1663,169006,61.39,1229,4612054,-99000
14,1100600,2725000,49.99,49.99,0,0,0,0,0,1,1,1,2962,124539,59.52,978,8185633,-460000
15,1100600,2265000,49.99,49.99,0,0,0,0,0,1,1,1,1389,122416,49.43,1188,12155629,143000
16,1100600,2408000,49.99,49.99,0,0,0,0,0,1,1,1,1180,118106,39.54,2751,16185863,102000
1,203160,6500000,15.13,2.99,1,1,0,1,1,0,0,0,254,1689,0.88,226,0,4000
2,203160,6504000,19.99,15.13,1,1,0,1,1,0,0,0,199,1118,0.78,60,0,-16000
3,203160,6488000,19.99,19.99,1,1,0,1,1,0,0,0,171,968,1.31,1052,0,-307000
4,203160,6181000,10.28,19.99,1,1,0,1,1,0,0,0,229,1459,1.25,289,14207,-450000
5,203160,5731000,19.99,10.28,1,1,0,1,1,0,0,0,329,1361,1.1,203,96925,-8000
6,203160,5723000,19.99,19.99,1,1,0,1,1,0,0,0,214,1175,0.3,65,257654,-7000
7,203160,5716000,19.99,19.99,1,1,0,1,1,0,0,0,235,1039,0.97,98,461122,-4000
8,203160,5712000,19.99,19.99,1,1,0,1,1,0,0,0,225,986,1.53,44,546152,-2000
9,203160,5710000,10.28,19.99,1,1,0,1,1,0,0,0,751,2501,2.57,223,605772,0
10,203160,5710000,19.99,10.28,1,1,0,1,1,0,0,0,307,1772,1.63,329,742685,-20000
11,203160,5690000,19.99,19.99,1,1,0,1,1,0,0,0,261,1288,0.68,319,1101744,-2000
12,203160,5688000,19.99,19.99,1,1,0,1,1,0,0,0,19095,43792,3.28,205,2167643,2364000
13,203160,8052000,19.99,19.99,1,1,0,1,1,0,0,0,3944,29900,8.61,250,4612054,238000
14,203160,8290000,19.99,19.99,1,1,0,1,1,0,0,0,1597,15108,8.85,277,8185633,-533000
15,203160,7757000,19.99,19.99,1,1,0,1,1,0,0,0,830,8552,4.27,218,12155629,12000
16,203160,7769000,19.99,19.99,1,1,0,1,1,0,0,0,661,5879,3.89,197,16185863,-225000
1,477160,3734000,12.42,5.99,0,1,0,1,0,0,0,0,2110,11377,9.84,162,0,-68000
2,477160,3666000,14.99,12.42,0,1,0,1,0,0,0,0,2384,8432,11.36,242,0,27000
3,477160,3693000,14.99,14.99,0,1,0,1,0,0,0,0,2291,7591,7.1,99,0,-131000
4,477160,3562000,8.56,14.99,0,1,0,1,0,0,0,0,3851,17252,7.95,383,14207,363000
5,477160,3925000,5.99,8.56,0,1,0,1,0,0,0,0,4704,27932,12.23,196,96925,304000
6,477160,4229000,14.99,5.99,0,1,0,1,0,0,0,0,4378,24516,12.43,181,257654,71000
7,477160,4300000,14.99,14.99,0,1,0,1,0,0,0,0,4756,21440,11.91,196,461122,128000
8,477160,4428000,14.99,14.99,0,1,0,1,0,0,0,0,4665,17685,10.39,195,546152,177000
9,477160,4605000,14.99,14.99,0,1,0,1,0,0,0,0,4526,18007,9.7,182,605772,-1448000
10,477160,3157000,14.99,14.99,0,1,0,1,0,0,0,0,3838,15254,7.51,193,742685,1950000
11,477160,5107000,14.99,14.99,0,1,0,1,0,0,0,0,3864,12256,6.1,263,1101744,240000
12,477160,5347000,14.99,14.99,0,1,0,1,0,0,0,0,2903,12364,7.23,122,2167643,204000
13,477160,5551000,14.99,14.99,0,1,0,1,0,0,0,0,3401,10395,6.22,113,4612054,228000
14,477160,5779000,5.99,14.99,0,1,0,1,0,0,0,0,7243,39412,9.87,185,8185633,2013000
15,477160,7792000,12.42,5.99,0,1,0,1,0,0,0,0,3996,21889,11.91,172,12155629,-558000
16,477160,7234000,14.99,12.42,0,1,0,1,0,0,0,0,3316,13319,10.92,159,16185863,-21000
1,1089350,375000,51.42,29.99,0,0,0,0,0,1,1,0,312,18762,48.16,1948,0,22000
2,1089350,397000,59.99,51.42,0,0,0,0,0,1,1,0,294,16498,49.4,1061,0,19000
3,1089350,416000,59.99,59.99,0,0,0,0,0,1,1,0,250,16446,61.4,1821,0,-14000
4,1089350,402000,37.02,59.99,0,0,0,0,0,1,1,0,753,20332,53.54,2000,14207,64000
5,1089350,466000,59.99,37.02,0,0,0,0,0,1,1,0,840,25998,64.69,1416,96925,73000
6,1089350,539000,59.99,59.99,0,0,0,0,0,1,1,0,884,27552,62.55,874,257654,44000
7,1089350,583000,31.28,59.99,0,0,0,0,0,1,1,0,1412,28397,58.81,1475,461122,375000
8,1089350,958000,48.5,31.28,0,0,0,0,0,1,1,0,1163,31374,61.5,1084,546152,47000
9,1089350,1005000,59.99,48.5,0,0,0,0,0,1,1,0,833,30194,50.88,1260,605772,282000
10,1089350,1287000,59.99,59.99,0,0,0,0,0,1,1,0,726,28972,54.44,969,742685,220000
11,1089350,1507000,37.02,59.99,0,0,0,0,0,1,1,0,1022,29041,51.9,1155,1101744,337000
12,1089350,1844000,54.25,37.02,0,0,0,0,0,1,1,0,857,29401,60.27,1213,2167643,174000
13,1089350,2018000,25.53,54.25,0,0,0,0,0,1,1,0,917,27232,51.11,702,4612054,212000
14,1089350,2230000,59.99,25.53,0,0,0,0,0,1,1,0,709,27706,57.14,787,8185633,-121000
15,1089350,2109000,59.99,59.99,0,0,0,0,0,1,1,0,633,25994,52.27,1302,12155629,314000
16,1089350,2423000,59.99,59.99,0,0,0,0,0,1,1,0,485,24513,49.47,1510,16185863,-54000
1,220,2936000,7.42,0.99,1,1,0,1,0,0,0,0,87,1991,2.33,252,0,11120000
2,220,14056000,9.99,7.42,1,1,0,1,0,0,0,0,93,1385,1.73,576,0,-102000
3,220,13954000,9.99,9.99,1,1,0,1,0,0,0,0,122,1290,1.62,388,0,-581000
4,220,13373000,9.99,9.99,1,1,0,1,0,0,0,0,557,4826,2.24,118,14207,-910000
5,220,12463000,9.99,9.99,1,1,0,1,0,0,0,0,186,3148,2.37,177,96925,-59000
6,220,12404000,9.99,9.99,1,1,0,1,0,0,0,0,117,2505,0.44,74,257654,-14000
7,220,12390000,9.99,9.99,1,1,0,1,0,0,0,0,104,2160,0.83,112,461122,-34000
8,220,12356000,9.99,9.99,1,1,0,1,0,0,0,0,106,1928,1.61,72,546152,-39000
9,220,12317000,9.99,9.99,1,1,0,1,0,0,0,0,114,1777,2.4,105,605772,-20000
10,220,12297000,9.99,9.99,1,1,0,1,0,0,0,0,124,2155,1.18,145,742685,5000
11,220,12302000,9.99,9.99,1,1,0,1,0,0,0,0,152,2597,2.06,365,1101744,26000
12,220,12328000,9.99,9.99,1,1,0,1,0,0,0,0,196,3751,1.66,84,2167643,-51000
13,220,12277000,9.99,9.99,1,1,0,1,0,0,0,0,399,5999,2.21,109,4612054,-158000
14,220,12119000,9.99,9.99,1,1,0,1,0,0,0,0,390,3456,1.95,152,8185633,-133000
15,220,11986000,9.99,9.99,1,1,0,1,0,0,0,0,251,2840,2.82,184,12155629,-61000
16,220,11925000,9.99,9.99,1,1,0,1,0,0,0,0,200,2299,1.34,158,16185863,-81000
1,424370,615000,27.42,20.99,1,1,0,0,1,0,0,0,2051,1200,0,66,0,-6000
2,424370,609000,29.99,27.42,1,1,0,0,1,0,0,0,2131,1313,7.14,32,0,8000
3,424370,617000,29.99,29.99,1,1,0,0,1,0,0,0,1587,1079,9.52,21,0,-353000
4,424370,264000,29.99,29.99,1,1,0,0,1,0,0,0,1278,1026,11.9,133,14207,-10000
5,424370,254000,29.99,29.99,1,1,0,0,1,0,0,0,2875,1173,10,236,96925,14000
6,424370,268000,29.99,29.99,1,1,0,0,1,0,0,0,6597,3321,28.1,137,257654,46000
7,424370,314000,37.13,29.99,1,1,0,0,1,0,0,0,40975,72257,52.26,182,461122,575000
8,424370,889000,39.99,37.13,1,1,0,0,1,0,0,0,13348,81827,80.75,881,546152,309000
9,424370,1198000,39.99,39.99,1,1,0,0,1,0,0,0,4954,40457,80.52,1667,605772,778000
10,424370,1976000,39.99,39.99,1,1,0,0,1,0,0,0,2802,25609,54,1351,742685,66000
11,424370,2042000,39.99,39.99,1,1,0,0,1,0,0,0,1292,14011,44.73,789,1101744,102000
12,424370,2144000,39.99,39.99,1,1,0,0,1,0,0,0,1012,9198,9.02,934,2167643,27000
13,424370,2171000,39.99,39.99,1,1,0,0,1,0,0,0,486,6252,6.43,403,4612054,13000
14,424370,2184000,39.99,39.99,1,1,0,0,1,0,0,0,548,4620,7.78,105,8185633,12000
15,424370,2196000,39.99,39.99,1,1,0,0,1,0,0,0,290,3708,2.89,81,12155629,3000
16,424370,2199000,39.99,39.99,1,1,0,0,1,0,0,0,296,2704,3.81,208,16185863,4000
1,1174180,553000,56.56,47.99,1,1,0,0,0,0,0,0,7661,43786,73.56,1278,0,550000
2,1174180,1103000,59.99,56.56,1,1,0,0,0,0,0,0,6687,31951,58.34,1720,0,130000
3,1174180,1233000,59.99,59.99,1,1,0,0,0,0,0,0,5470,24663,59.09,1183,0,94000
4,1174180,1327000,51.42,59.99,1,1,0,0,0,0,0,0,7678,28451,41.39,1438,14207,133000
5,1174180,1460000,47.99,51.42,1,1,0,0,0,0,0,0,6642,38716,44.84,1765,96925,-112000
6,1174180,1348000,56.56,47.99,1,1,0,0,0,0,0,0,7025,40164,52.63,1072,257654,272000
7,1174180,1620000,59.99,56.56,1,1,0,0,0,0,0,0,5892,32316,47.93,1077,461122,119000
8,1174180,1739000,59.99,59.99,1,1,0,0,0,0,0,0,6081,26508,27.91,1105,546152,47000
9,1174180,1786000,59.99,59.99,1,1,0,0,0,0,0,0,6412,23478,25.2,722,605772,94000
10,1174180,1880000,59.99,59.99,1,1,0,0,0,0,0,0,5822,21598,31.37,1393,742685,41000
11,1174180,1921000,59.99,59.99,1,1,0,0,0,0,0,0,4862,18433,30.67,708,1101744,108000
12,1174180,2029000,47.99,59.99,1,1,0,0,0,0,0,0,7366,24192,15.52,646,2167643,-76000
13,1174180,1953000,59.99,47.99,1,1,0,0,0,0,0,0,5860,23264,23.78,314,4612054,106000
14,1174180,2059000,59.99,59.99,1,1,0,0,0,0,0,0,6496,21908,29.91,893,8185633,115000
15,1174180,2174000,59.99,59.99,1,1,0,0,0,0,0,0,4975,19946,23.83,733,12155629,75000
16,1174180,2249000,59.99,59.99,1,1,0,0,0,0,0,0,4666,18033,11.89,669,16185863,102000
1,49520,9065000,15.7,4.99,1,1,0,0,1,0,0,1,320,6061,2.33,640,0,7685000
2,49520,16750000,19.99,15.7,1,1,0,0,1,0,0,1,260,5221,2.14,564,0,52000
3,49520,16802000,19.99,19.99,1,1,0,0,1,0,0,1,268,4656,2.15,449,0,-764000
4,49520,16038000,11.42,19.99,1,1,0,0,1,0,0,1,277,5222,1.53,158,14207,-1202000
5,49520,14836000,19.99,11.42,1,1,0,0,1,0,0,1,332,5183,1.43,252,96925,60000
6,49520,14896000,19.99,19.99,1,1,0,0,1,0,0,1,245,4923,0.93,53,257654,31000
7,49520,14927000,19.99,19.99,1,1,0,0,1,0,0,1,260,4687,1.29,469,461122,39000
8,49520,14966000,19.99,19.99,1,1,0,0,1,0,0,1,194,4732,1.46,1133,546152,24000
9,49520,14990000,9.28,19.99,1,1,0,0,1,0,0,1,491,5015,2.02,523,605772,50000
10,49520,15040000,4.99,9.28,1,1,0,0,1,0,0,1,604,6281,3.01,696,742685,54000
11,49520,15094000,19.99,4.99,1,1,0,0,1,0,0,1,397,6953,2.87,249,1101744,32000
12,49520,15126000,19.99,19.99,1,1,0,0,1,0,0,1,315,8145,3.43,239,2167643,55000
13,49520,15181000,19.99,19.99,1,1,0,0,1,0,0,1,349,7865,2.31,456,4612054,59000
14,49520,15240000,19.99,19.99,1,1,0,0,1,0,0,1,320,7577,2.21,159,8185633,55000
15,49520,15295000,19.99,19.99,1,1,0,0,1,0,0,1,295,7229,2.83,303,12155629,43000
16,49520,15338000,19.99,19.99,1,1,0,0,1,0,0,1,246,6698,2.97,518,16185863,33000
1,395170,1796000,1.43,0.84,0,1,1,1,0,0,0,0,14,81,0.98,215,0,1743000
2,395170,3539000,0.84,1.43,0,1,1,1,0,0,0,0,8,38,0.75,246,0,-69000
3,395170,3470000,3.21,0.84,0,1,1,1,0,0,0,0,8,57,0.25,175,0,-113000
4,395170,3357000,3.21,3.21,0,1,1,1,0,0,0,0,5,33,0,91,14207,-285000
5,395170,3072000,4.99,3.21,0,1,1,1,0,0,0,0,5,38,0.24,198,96925,4000
6,395170,3076000,4.99,4.99,0,1,1,1,0,0,0,0,0,14,0,287,257654,7000
7,395170,3083000,4.99,4.99,0,1,1,1,0,0,0,0,3,20,0.18,156,461122,2000
8,395170,3085000,4.99,4.99,0,1,1,1,0,0,0,0,0,19,0,130,546152,2000
9,395170,3087000,2.62,4.99,0,1,1,1,0,0,0,0,10,20,0.41,139,605772,10000
10,395170,3097000,0.84,2.62,0,1,1,1,0,0,0,0,16,19,0.24,266,742685,53000
11,395170,3150000,3.21,0.84,0,1,1,1,0,0,0,0,3,49,0.26,252,1101744,-43000
12,395170,3107000,4.99,3.21,0,1,1,1,0,0,0,0,6,80,0.25,122,2167643,10000
13,395170,3117000,4.99,4.99,0,1,1,1,0,0,0,0,-3,27,0.25,53,4612054,-7000
14,395170,3110000,4.99,4.99,0,1,1,1,0,0,0,0,2,32,0.19,63,8185633,12000
15,395170,3122000,4.99,4.99,0,1,1,1,0,0,0,0,-1,27,0,75,12155629,-6000
16,395170,3116000,4.99,4.99,0,1,1,1,0,0,0,0,1,69,0.24,53,16185863,5000
4,745920,0,34.99,34.99,0,1,0,0,1,0,0,0,34970,32019,92.38,567,14207,253000
5,745920,253000,34.99,34.99,0,1,0,0,1,0,0,0,17190,23618,92.86,761,96925,229000
6,745920,482000,34.99,34.99,0,1,0,0,1,0,0,0,7660,15112,50.48,3484,257654,59000
7,745920,541000,34.99,34.99,0,1,0,0,1,0,0,0,4362,9770,50.12,1225,461122,36000
8,745920,577000,34.99,34.99,0,1,0,0,1,0,0,0,3611,7963,36.73,1585,546152,45000
9,745920,622000,34.99,34.99,0,1,0,0,1,0,0,0,2434,5818,32.48,831,605772,62000
10,745920,684000,34.99,34.99,0,1,0,0,1,0,0,0,1492,4851,25.22,1349,742685,31000
11,745920,715000,34.99,34.99,0,1,0,0,1,0,0,0,1043,4132,13.09,184,1101744,18000
12,745920,733000,34.99,34.99,0,1,0,0,1,0,0,0,1051,4052,12.48,173,2167643,20000
13,745920,753000,34.99,34.99,0,1,0,0,1,0,0,0,861,3044,10.31,155,4612054,13000
14,745920,766000,34.99,34.99,0,1,0,0,1,0,0,0,787,2912,11.06,527,8185633,15000
15,745920,781000,34.99,34.99,0,1,0,0,1,0,0,0,521,2618,8.33,1774,12155629,24000
16,745920,805000,34.99,34.99,0,1,0,0,1,0,0,0,581,2072,8.33,866,16185863,13000
1,724970,272000,29.99,29.99,0,0,0,0,1,0,0,0,16,20,0,16521,0,-2000
2,724970,270000,29.99,29.99,0,0,0,0,1,0,0,0,9,24,7.14,14555,0,-16000
3,724970,254000,29.99,29.99,0,0,0,0,1,0,0,0,15,29,14.29,10,0,-15000
4,724970,239000,17.65,29.99,0,0,0,0,1,0,0,0,36,53,0,53,14207,-58000
5,724970,181000,29.99,17.65,0,0,0,0,1,0,0,0,70,60,0,53,96925,12000
6,724970,193000,14.56,29.99,0,0,0,0,1,0,0,0,1181,1199,2.86,108,257654,373000
7,724970,566000,10.7,14.56,0,0,0,0,1,0,0,0,231,1176,28.05,290,461122,445000
8,724970,1011000,29.99,10.7,0,0,0,0,1,0,0,0,65,438,19.52,34,546152,-342000
9,724970,669000,29.99,29.99,0,0,0,0,1,0,0,0,29,209,20.24,110,605772,373000
10,724970,1042000,29.99,29.99,0,0,0,0,1,0,0,0,36,175,0,247,742685,-48000
11,724970,994000,29.99,29.99,0,0,0,0,1,0,0,0,32,119,21.9,107,1101744,-65000
12,724970,929000,29.99,29.99,0,0,0,0,1,0,0,0,17,103,0,21,2167643,-206000
13,724970,723000,29.99,29.99,0,0,0,0,1,0,0,0,17,78,6.94,203,4612054,176000
14,724970,899000,29.99,29.99,0,0,0,0,1,0,0,0,32,121,8.07,363,8185633,-1000
15,724970,898000,29.99,29.99,0,0,0,0,1,0,0,0,9,84,0,1,12155629,3000
16,724970,901000,29.99,29.99,0,0,0,0,1,0,0,0,14,60,2.38,2,16185863,-13000
1,1094520,0,12.74,12.74,0,1,0,0,1,0,0,1,17868,18139,72.92,316,0,136000
2,1094520,128000,12.74,12.74,0,1,0,0,1,0,0,1,8824,14593,100,625,0,183000
3,1094520,311000,14.67,12.74,0,1,0,0,1,0,0,1,3021,6712,59.52,768,0,343000
4,1094520,526000,14.99,14.67,0,1,0,0,1,0,0,1,2148,3779,81.43,300,14207,234000
5,1094520,577000,14.99,14.99,0,1,0,0,1,0,0,1,1689,3327,55.68,220,96925,440000
6,1094520,674000,14.99,14.99,0,1,0,0,1,0,0,1,1354,2334,0,191,257654,345000
7,1094520,785000,14.99,14.99,0,1,0,0,1,0,0,1,1013,1881,20.03,216,461122,414000
8,1094520,759000,14.99,14.99,0,1,0,0,1,0,0,1,1373,1586,15.31,32,546152,327000
9,1094520,741000,14.99,14.99,0,1,0,0,1,0,0,1,689,1258,17.52,309,605772,400000
10,1094520,727000,14.99,14.99,0,1,0,0,1,0,0,1,541,1106,8.04,235,742685,331000
11,1094520,731000,14.99,14.99,0,1,0,0,1,0,0,1,399,765,15.71,122,1101744,395000
12,1094520,726000,14.99,14.99,0,1,0,0,1,0,0,1,419,662,8.81,50,2167643,320000
13,1094520,715000,14.99,14.99,0,1,0,0,1,0,0,1,286,512,0,41,4612054,380000
14,1094520,700000,14.99,14.99,0,1,0,0,1,0,0,1,253,677,8.93,113,8185633,306000
15,1094520,686000,14.99,14.99,0,1,0,0,1,0,0,1,188,435,9.29,443,12155629,375000
16,1094520,681000,14.99,14.99,0,1,0,0,1,0,0,1,156,324,0,19,16185863,311000
1,548430,1242000,28.58,20.09,1,0,0,0,0,0,0,0,0,3874,23.11,470,0,25000
2,548430,1267000,29.99,28.58,1,0,0,0,0,0,0,0,0,3066,9.85,699,0,-420000
3,548430,847000,29.99,29.99,1,0,0,0,0,0,0,0,0,2621,14.9,1696,0,375000
4,548430,1222000,24.85,29.99,1,0,0,0,0,0,0,0,0,3097,6.85,430,14207,-60000
5,548430,1162000,29.99,24.85,1,0,0,0,0,0,0,0,0,4467,16.73,227,96925,33000
6,548430,1195000,29.99,29.99,1,0,0,0,0,0,0,0,0,3781,24.11,796,257654,177000
7,548430,1372000,29.99,29.99,1,0,0,0,0,0,0,0,0,3149,13.82,715,461122,16000
8,548430,1388000,29.99,29.99,1,0,0,0,0,0,0,0,0,3049,14.47,743,546152,20000
9,548430,1408000,19.28,29.99,1,0,0,0,0,0,0,0,0,10396,20.83,220,605772,140000
